entorno_ejecucion,motor,doc_id,nombre_pdf,ruta_relativa_repo,ruta_absoluta_pdf,page_index,campo,valor_gold,valor_pred,exactitud_binaria,tiempo_pagina_s,len_texto_pagina,fecha_corrida
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,moneda,PEN,PEN,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,monto_subtotal,29.66,29.66,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,monto_igv,5.34,5.34,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,monto_total,35.00,29.66,0,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,ruc_receptor,20380795907,20380795907,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,razon_social_emisor,MULTISERVICIOS ASIEL S.A.C.,E001-2203,0,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,ruc_emisor,20380795907,20380795907,1,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,tipo_documento,ri,,0,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,serie_numero,900-4-2026,,0,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,fecha_emision,2026-04-07,2026-04-07,1,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,moneda,PEN,PEN,1,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,monto_subtotal,,,N/A,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,monto_igv,,,N/A,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,monto_total,138.70,138.70,1,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,ruc_receptor,,20131370998,N/A,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,ri-debedsar-amiquero-2026,ri-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/ri-debedsar-amiquero-2026.pdf,1,razon_social_emisor,,,N/A,3.0333,2225,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,ruc_emisor,20380795907,,0,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,tipo_documento,solicitud_viaticos,solicitud_viaticos,1,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,serie_numero,00233,,0,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,fecha_emision,2026-01-27,2026-01-27,1,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,moneda,PEN,,0,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,monto_subtotal,,,N/A,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,monto_igv,,,N/A,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,monto_total,,,N/A,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,ruc_receptor,,,N/A,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,1,razon_social_emisor,,,N/A,2.3567,1945,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,ruc_emisor,20380795907,04601608303,0,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,tipo_documento,planilla_viaticos,,0,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,serie_numero,00242,,0,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,fecha_emision,2026-01-27,2026-01-27,1,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,moneda,PEN,PEN,1,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,monto_subtotal,,,N/A,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,monto_igv,,,N/A,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,monto_total,991.70,991.70,1,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,ruc_receptor,,,N/A,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,2,razon_social_emisor,AMIQUERO AHUI CARLOS FERNANDO,,0,2.9494,2905,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,ruc_emisor,20380795907,,0,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,tipo_documento,nota_pago,,0,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,serie_numero,1792-26-95-2601620,,0,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,fecha_emision,2026-02-10,2026-02-10,1,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,moneda,PEN,PEN,1,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,monto_subtotal,,,N/A,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,monto_igv,,,N/A,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,monto_total,991.70,991.70,1,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,ruc_receptor,,,N/A,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,5,razon_social_emisor,,,N/A,2.4228,2073,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,ruc_emisor,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,tipo_documento,informe_comision,informe_comision,1,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,serie_numero,,00242,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,fecha_emision,2026-02-27,,0,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,moneda,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,monto_subtotal,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,monto_igv,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,monto_total,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,ruc_receptor,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,7,razon_social_emisor,,,N/A,2.4896,3953,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,ruc_emisor,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,tipo_documento,anexo_informe,,0,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,serie_numero,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,fecha_emision,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,moneda,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,monto_subtotal,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,monto_igv,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,monto_total,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,ruc_receptor,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,8,razon_social_emisor,,,N/A,1.9228,2909,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,ruc_emisor,10288513673,10288513673,1,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,tipo_documento,01,01,1,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,serie_numero,F001-00001706,,0,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,fecha_emision,2026-02-06,2026-02-06,1,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,moneda,PEN,PEN,1,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,monto_subtotal,38.98,,0,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,monto_igv,7.02,,0,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,monto_total,46.00,,0,2.0594,1783,2026-04-14
WSL2 Ubuntu (preferente D-12),paddleocr,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,13,ruc_receptor,20380795907,20380795907,1,2.0594,1783,2026-04-14
